SELLER,PLATFORM,PRODUCT_TITLE,URL,BRAND,MODEL,GRADE,GRADE_RAW,GRADE_NORMALIZED,BALL_COUNT,PRICE,DISCOUNT_PRICE,SHIPPING_FEE,FREE_SHIPPING_THRESHOLD,EFFECTIVE_PRICE,PRICE_PER_BALL,PRICE_PER_BALL_BASIS,REVIEW_COUNT,RATING,SALES_SIGNAL,DELIVERY_PROMISE,RETURN_POLICY_SIGNAL,PRODUCT_POSITIONING,CAPTURE_DATE,DUPLICATE_GROUP_ID,CONFLICT_FLAG,SOURCE_ID,DATA_CONFIDENCE
로스트볼 코리아,독립 골프용품 쇼핑몰,[중고] 타이틀리스트 모델 혼합 2피스 A등급 30개 로스트볼,https://lostballkorea.com/category/%ED%83%80%EC%9D%B4%ED%8B%80%EB%A6%AC%EC%8A%A4%ED%8A%B8/43/,타이틀리스트,모델 혼합 2피스,A등급,A등급,A,30,38400.0,31000.0,,,,1033.3333333333333,listing_sale_price_only_shipping_unknown,5.0,,UNKNOWN,UNKNOWN,UNKNOWN,타이틀리스트 모델·등급·수량 세분화,2026-08-23,S1-11,NONE,S1,HIGH
로스트볼 코리아,독립 골프용품 쇼핑몰,[중고] 타이틀리스트 Pro V1 3피스 S등급 6개 로스트볼,https://lostballkorea.com/category/%ED%83%80%EC%9D%B4%ED%8B%80%EB%A6%AC%EC%8A%A4%ED%8A%B8/43/,타이틀리스트,Pro V1 3피스,S등급,S등급,S,6,38500.0,16000.0,,,,2666.6666666666665,listing_sale_price_only_shipping_unknown,22.0,,UNKNOWN,UNKNOWN,UNKNOWN,타이틀리스트 모델·등급·수량 세분화,2026-08-23,S1-12,NONE,S1,HIGH
로스트볼 코리아,독립 골프용품 쇼핑몰,[중고] 타이틀리스트 Pro V1x 4피스 S등급 6개 로스트볼,https://lostballkorea.com/category/%ED%83%80%EC%9D%B4%ED%8B%80%EB%A6%AC%EC%8A%A4%ED%8A%B8/43/,타이틀리스트,Pro V1x 4피스,S등급,S등급,S,6,38500.0,16000.0,,,,2666.6666666666665,listing_sale_price_only_shipping_unknown,27.0,,UNKNOWN,UNKNOWN,UNKNOWN,타이틀리스트 모델·등급·수량 세분화,2026-08-23,S1-13,NONE,S1,HIGH
로스트볼 코리아,독립 골프용품 쇼핑몰,"[중고] 타이틀리스트 Pro V1, Pro V1x, AVX 옐로우 혼합 A등급 20개 로스트볼",https://lostballkorea.com/category/%ED%83%80%EC%9D%B4%ED%8B%80%EB%A6%AC%EC%8A%A4%ED%8A%B8/43/,타이틀리스트,Pro V1/Pro V1x/AVX 옐로우 혼합,A등급,A등급,A,20,51200.0,32000.0,,,,1600.0,listing_sale_price_only_shipping_unknown,10.0,,UNKNOWN,UNKNOWN,UNKNOWN,타이틀리스트 모델·등급·수량 세분화,2026-08-23,S1-14,NONE,S1,HIGH
로스트볼 코리아,독립 골프용품 쇼핑몰,타이틀리스트 모델혼합 [2피스] A+급 30개 로스트볼,https://lostballkorea.com/category/%ED%83%80%EC%9D%B4%ED%8B%80%EB%A6%AC%EC%8A%A4%ED%8A%B8/43/,타이틀리스트,모델 혼합 2피스,A+급,A+급,A+,30,57600.0,36000.0,,,,1200.0,listing_sale_price_only_shipping_unknown,3.0,,UNKNOWN,UNKNOWN,UNKNOWN,타이틀리스트 모델·등급·수량 세분화,2026-08-23,S1-15,NONE,S1,HIGH
로스트볼 코리아,독립 골프용품 쇼핑몰,[중고] 타이틀리스트 컬러볼 A등급 20개 로스트볼,https://lostballkorea.com/category/%ED%83%80%EC%9D%B4%ED%8B%80%EB%A6%AC%EC%8A%A4%ED%8A%B8/43/,타이틀리스트,컬러볼 혼합,A등급,A등급,A,20,32000.0,20000.0,,,,1000.0,listing_sale_price_only_shipping_unknown,5.0,,UNKNOWN,UNKNOWN,UNKNOWN,타이틀리스트 모델·등급·수량 세분화,2026-08-23,S1-16,NONE,S1,HIGH
딜팡,독립 골프용품 쇼핑몰,브릿지스톤 A급 3피스 화이트 로스트볼 10알,https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,브릿지스톤,3피스 화이트,A급,A급,A,10,,14800.0,,,,1480.0,listing_sale_price_only_shipping_unknown,,,50%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-01,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,타이틀리스트 PRO V1&V1X 화이트 B급 로스트볼 10알,https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,타이틀리스트,PRO V1/PRO V1X 혼합,B급,B급,B,10,,11800.0,,,,1180.0,listing_sale_price_only_shipping_unknown,,,60%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-02,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,캘러웨이 트리플트랙 화이트 컬러 혼합 A-급 40개 R50,https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,캘러웨이,트리플트랙 혼합,A-급,A-급,A-,40,,34900.0,,,,872.5,listing_sale_price_only_shipping_unknown,,,36%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-03,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,세인트나인 A급 3피스 화이트 비재생 로스트볼 10알,https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,세인트나인,3피스 화이트,A급,A급,A,10,,14800.0,,,,1480.0,listing_sale_price_only_shipping_unknown,,,46%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-04,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,커클랜드 A급 3피스 화이트 로스트볼 10알,https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,커클랜드,3피스 화이트,A급,A급,A,10,,14800.0,,,,1480.0,listing_sale_price_only_shipping_unknown,,,50%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-05,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,타이틀리스트 PRO V1&V1X 화이트 A급 로스트볼 20알,https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,타이틀리스트,PRO V1/PRO V1X 혼합,A급,A급,A,20,,29900.0,,,,1495.0,listing_sale_price_only_shipping_unknown,,,49%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-06,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,"브랜드 혼합 2, 3피스 B+급 50개 R1",https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,혼합 브랜드,2/3피스 혼합,B+급,B+급,B+,50,,23000.0,,,,460.0,listing_sale_price_only_shipping_unknown,,,37%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-07,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,세인트나인 화이트 색상 A급 50개 로스트볼 R54,https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,세인트나인,화이트 혼합,A급,A급,A,50,,43300.0,,,,866.0,listing_sale_price_only_shipping_unknown,,,37%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-08,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,볼빅 투어 s3 s4 화이트 혼합 A급 50개 로스트볼 R18,https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,볼빅,Tour S3/S4 혼합,A급,A급,A,50,,43000.0,,,,860.0,listing_sale_price_only_shipping_unknown,,,37%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-09,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,"브리지스톤 시리즈 2, 3피스 A-급 50개",https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,브리지스톤,시리즈 2/3피스 혼합,A-급,A-급,A-,50,,36900.0,,,,738.0,listing_sale_price_only_shipping_unknown,,,37%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-10,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,볼빅 콤비 특A+급 3피스 로스트볼 10알,https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,볼빅,콤비 3피스,특A+급,특A+급,A+,10,,24800.0,,,,2480.0,listing_sale_price_only_shipping_unknown,,,50%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-11,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,타이틀리스트 PRO V1 화이트 A급 로스트볼 10알 J0165,https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,타이틀리스트,PRO V1 화이트,A급,A급,A,10,,16800.0,,,,1680.0,listing_sale_price_only_shipping_unknown,,,43%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-12,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,"타이틀리스트 PRO V1, AVX, PRO V1X A-급 50개 로스트볼",https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,타이틀리스트,PRO V1/AVX/PRO V1X 혼합,A-급,A-급,A-,50,,46900.0,,,,938.0,listing_sale_price_only_shipping_unknown,,,40%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-13,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,"칼라볼 혼합 2, 3피스 B+급 50개 로스트볼 R2",https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,혼합 브랜드,컬러 2/3피스 혼합,B+급,B+급,B+,50,,23000.0,,,,460.0,listing_sale_price_only_shipping_unknown,,,37%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-14,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,세인트나인 A+급 3피스 화이트 로스트볼 30알,https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,세인트나인,3피스 화이트,A+급,A+급,A+,30,,39900.0,,,,1330.0,listing_sale_price_only_shipping_unknown,,,73%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-15,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,A+급 볼빅 퀄리티우수 필드용 화이트 로스트볼 20알,https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,볼빅,화이트,A+급,A+급,A+,20,,19900.0,,,,995.0,listing_sale_price_only_shipping_unknown,,,60%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-16,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,테일러메이드 3피스 비재생 A급 로스트볼10알 J0170,https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,테일러메이드,3피스,A급,A급,A,10,,14800.0,,,,1480.0,listing_sale_price_only_shipping_unknown,,,50%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-17,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,"유명브랜드 혼합 2, 3피스 A-급 50개 로스트볼 R3",https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,혼합 브랜드,유명브랜드 2/3피스 혼합,A-급,A-급,A-,50,,26900.0,,,,538.0,listing_sale_price_only_shipping_unknown,,,39%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-18,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,나이키 유니크에픽 혼합 골프 로스트볼 A+급 30알,https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,나이키,유니크에픽 혼합,A+급,A+급,A+,30,,30400.0,,,,1013.3333333333334,listing_sale_price_only_shipping_unknown,,,53%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-19,NONE,S2,HIGH
딜팡,독립 골프용품 쇼핑몰,V올브랜드 2.3피스 랜덤 화이트 혼합 A급 50알,https://m.dealpang.com/goods/goods_list.php?cateCd=006001001002,혼합 브랜드,2/3피스 랜덤 화이트,A급,A급,A,50,,39800.0,,,,796.0,listing_sale_price_only_shipping_unknown,,,33%,UNKNOWN,UNKNOWN,할인율·브랜드·등급·수량 중심 카테고리 판매,2026-08-23,S2-20,NONE,S2,HIGH
케이엘스포츠,쿠팡,토탈브랜드 B급 100개입,https://www.coupang.com/vp/products/1176476168,혼합 브랜드,토탈브랜드 혼합,B급,B급,B,100,9000.0,,3000.0,,12000.0,120.0,sale_price_plus_mandatory_shipping,840.0,,840개 상품평; 700명 이상 만족,도착 예정일 노출,UNKNOWN,초보·연습용·대용량·혼합 브랜드 옵션,2026-08-23,S3-01,NONE,S3,HIGH
케이엘스포츠,쿠팡,토탈브랜드 C급 100개입,https://www.coupang.com/vp/products/1176476168,혼합 브랜드,토탈브랜드 혼합,C급,C급,C,100,7020.0,,3000.0,,10020.0,100.2,sale_price_plus_mandatory_shipping,840.0,,840개 상품평; 700명 이상 만족,도착 예정일 노출,UNKNOWN,초보·연습용·대용량·혼합 브랜드 옵션,2026-08-23,S3-02,NONE,S3,HIGH
케이엘스포츠,쿠팡,볼빅 비비드(무광) B급 50개입,https://www.coupang.com/vp/products/1176476168,볼빅,비비드 무광,B급,B급,B,50,10860.0,,3000.0,,13860.0,277.2,sale_price_plus_mandatory_shipping,840.0,,840개 상품평; 700명 이상 만족,도착 예정일 노출,UNKNOWN,초보·연습용·대용량·혼합 브랜드 옵션,2026-08-23,S3-03,NONE,S3,HIGH
케이엘스포츠,쿠팡,토탈 비비드(무광) B급 100개입,https://www.coupang.com/vp/products/1176476168,혼합 브랜드,비비드 무광 혼합,B급,B급,B,100,17950.0,,3000.0,,20950.0,209.5,sale_price_plus_mandatory_shipping,840.0,,840개 상품평; 700명 이상 만족,도착 예정일 노출,UNKNOWN,초보·연습용·대용량·혼합 브랜드 옵션,2026-08-23,S3-04,NONE,S3,HIGH
케이엘스포츠,쿠팡,캘러웨이 크롬소프트 혼합 B급 50개입,https://www.coupang.com/vp/products/1176476168,캘러웨이,크롬소프트 혼합,B급,B급,B,50,13960.0,,3000.0,,16960.0,339.2,sale_price_plus_mandatory_shipping,840.0,,840개 상품평; 700명 이상 만족,도착 예정일 노출,UNKNOWN,초보·연습용·대용량·혼합 브랜드 옵션,2026-08-23,S3-05,NONE,S3,HIGH
케이엘스포츠,쿠팡,캘러웨이 크롬소프트 혼합 B급 100개입,https://www.coupang.com/vp/products/1176476168,캘러웨이,크롬소프트 혼합,B급,B급,B,100,24570.0,,3000.0,,27570.0,275.7,sale_price_plus_mandatory_shipping,840.0,,840개 상품평; 700명 이상 만족,도착 예정일 노출,UNKNOWN,초보·연습용·대용량·혼합 브랜드 옵션,2026-08-23,S3-06,NONE,S3,HIGH
케이엘스포츠,쿠팡,타이틀리스트 3/4피스 혼합 B급 100개입,https://www.coupang.com/vp/products/1176476168,타이틀리스트,3/4피스 혼합,B급,B급,B,100,24900.0,,3000.0,,27900.0,279.0,sale_price_plus_mandatory_shipping,840.0,,840개 상품평; 700명 이상 만족,도착 예정일 노출,UNKNOWN,초보·연습용·대용량·혼합 브랜드 옵션,2026-08-23,S3-07,NONE,S3,HIGH
케이엘스포츠,쿠팡,일반 브랜드 컬러 A+ 50개입,https://www.coupang.com/vp/products/1176476168,혼합 브랜드,컬러 혼합,A+,A+,A+,50,7860.0,,3000.0,,10860.0,217.2,sale_price_plus_mandatory_shipping,840.0,,840개 상품평; 700명 이상 만족,도착 예정일 노출,UNKNOWN,초보·연습용·대용량·혼합 브랜드 옵션,2026-08-23,S3-08,NONE,S3,HIGH
케이엘스포츠,쿠팡,일반 브랜드 화이트 A~A- 100개입,https://www.coupang.com/vp/products/1176476168,혼합 브랜드,화이트 혼합,A~A-,A~A-,A~A-,100,16900.0,,3000.0,,19900.0,199.0,sale_price_plus_mandatory_shipping,840.0,,840개 상품평; 700명 이상 만족,도착 예정일 노출,UNKNOWN,초보·연습용·대용량·혼합 브랜드 옵션,2026-08-23,S3-09,NONE,S3,HIGH
케이엘스포츠,쿠팡,브랜드 혼합볼 컬러 A- 50개입,https://www.coupang.com/vp/products/1176476168,혼합 브랜드,컬러 혼합,A-,A-,A-,50,9970.0,,3000.0,,12970.0,259.4,sale_price_plus_mandatory_shipping,840.0,,840개 상품평; 700명 이상 만족,도착 예정일 노출,UNKNOWN,초보·연습용·대용량·혼합 브랜드 옵션,2026-08-23,S3-10,NONE,S3,HIGH
케이엘스포츠,쿠팡,유명 브랜드 화이트 A- 100개입,https://www.coupang.com/vp/products/1176476168,혼합 브랜드,유명브랜드 화이트 혼합,A-,A-,A-,100,16290.0,,3000.0,,19290.0,192.9,sale_price_plus_mandatory_shipping,840.0,,840개 상품평; 700명 이상 만족,도착 예정일 노출,UNKNOWN,초보·연습용·대용량·혼합 브랜드 옵션,2026-08-23,S3-11,NONE,S3,HIGH
케이엘스포츠,쿠팡,유명 브랜드 화이트/컬러 A- 100개입,https://www.coupang.com/vp/products/1176476168,혼합 브랜드,유명브랜드 화이트/컬러 혼합,A-,A-,A-,100,11230.0,,3000.0,,14230.0,142.3,sale_price_plus_mandatory_shipping,840.0,,840개 상품평; 700명 이상 만족,도착 예정일 노출,UNKNOWN,초보·연습용·대용량·혼합 브랜드 옵션,2026-08-23,S3-12,NONE,S3,HIGH
케이엘스포츠,쿠팡,토탈브랜드 A+ 태극무늬 인쇄볼 30개입,https://www.coupang.com/vp/products/1176476168,혼합 브랜드,태극무늬 인쇄볼,A+,A+,A+,30,18850.0,,3000.0,,21850.0,728.3333333333334,sale_price_plus_mandatory_shipping,840.0,,840개 상품평; 700명 이상 만족,도착 예정일 노출,UNKNOWN,초보·연습용·대용량·혼합 브랜드 옵션,2026-08-23,S3-13,NONE,S3,HIGH
어택,쿠팡,A급 칼라 혼합 50알 골프 로스트볼,https://www.coupang.com/vp/products/9103311391,혼합 브랜드,컬러 혼합,A급,A급,A,50,25000.0,7900.0,0.0,,7900.0,158.0,sale_price_plus_mandatory_shipping,184.0,,184개 상품평; 100명 이상 만족,도착 예정일 노출,플랫폼 반품 안내,저가·컬러 혼합·무료배송,2026-08-23,S4-01,NONE,S4,HIGH
루썬코리아,독립 골프용품 쇼핑몰,로스트볼 타이틀리스트 PRO V1 10알 / 펜마킹 A,https://lskorea.com/product/%EB%A1%9C%EC%8A%A4%ED%8A%B8%EB%B3%BC-%ED%83%80%EC%9D%B4%ED%8B%80%EB%A6%AC%EC%8A%A4%ED%8A%B8-pro-v1-10%EC%95%8C/30/,타이틀리스트,PRO V1,펜마킹 A등급,펜마킹 A등급,A,10,15000.0,,2900.0,50000.0,17900.0,1790.0,sale_price_plus_mandatory_shipping,,,오늘출발 / 무료배송 진행 표시,오늘출발; 1~2일 안내,수령일로부터 7일; 변심 반품비 구매자 부담,100% 비재생 정품·세분 등급·PRO V1,2026-08-23,S5-01,NONE,S5,HIGH
루썬코리아,독립 골프용품 쇼핑몰,로스트볼 타이틀리스트 PRO V1 10알 / S,https://lskorea.com/product/%EB%A1%9C%EC%8A%A4%ED%8A%B8%EB%B3%BC-%ED%83%80%EC%9D%B4%ED%8B%80%EB%A6%AC%EC%8A%A4%ED%8A%B8-pro-v1-10%EC%95%8C/30/,타이틀리스트,PRO V1,S등급,S등급,S,10,27000.0,,2900.0,50000.0,29900.0,2990.0,sale_price_plus_mandatory_shipping,,,오늘출발 / 무료배송 진행 표시,오늘출발; 1~2일 안내,수령일로부터 7일; 변심 반품비 구매자 부담,100% 비재생 정품·세분 등급·PRO V1,2026-08-23,S5-02,NONE,S5,HIGH
루썬코리아,독립 골프용품 쇼핑몰,로스트볼 타이틀리스트 PRO V1 10알 / A+,https://lskorea.com/product/%EB%A1%9C%EC%8A%A4%ED%8A%B8%EB%B3%BC-%ED%83%80%EC%9D%B4%ED%8B%80%EB%A6%AC%EC%8A%A4%ED%8A%B8-pro-v1-10%EC%95%8C/30/,타이틀리스트,PRO V1,A+등급,A+등급,A+,10,24000.0,,2900.0,50000.0,26900.0,2690.0,sale_price_plus_mandatory_shipping,,,오늘출발 / 무료배송 진행 표시,오늘출발; 1~2일 안내,수령일로부터 7일; 변심 반품비 구매자 부담,100% 비재생 정품·세분 등급·PRO V1,2026-08-23,S5-03,NONE,S5,HIGH
루썬코리아,독립 골프용품 쇼핑몰,로스트볼 타이틀리스트 PRO V1 10알 / 펜마킹 A-,https://lskorea.com/product/%EB%A1%9C%EC%8A%A4%ED%8A%B8%EB%B3%BC-%ED%83%80%EC%9D%B4%ED%8B%80%EB%A6%AC%EC%8A%A4%ED%8A%B8-pro-v1-10%EC%95%8C/30/,타이틀리스트,PRO V1,펜마킹 A-등급,펜마킹 A-등급,A-,10,12000.0,,2900.0,50000.0,14900.0,1490.0,sale_price_plus_mandatory_shipping,,,오늘출발 / 무료배송 진행 표시,오늘출발; 1~2일 안내,수령일로부터 7일; 변심 반품비 구매자 부담,100% 비재생 정품·세분 등급·PRO V1,2026-08-23,S5-04,NONE,S5,HIGH
